"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell824",0,0,0,0,0,209,101,0,0,0,2813,0,602,0,0,0,1155,0,77,0,0,3047,43,190,0,0,144,83,23,356,0,97,57,393,0,0,0,0,99,0,238,85,0,110,0,5425,0,0,4907,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,338,0,0,152,0,0,0,0,114,0,0,0,50,46,0,0,213,0,0,0,526,0,96,0,581,0,0,0,522,0,649,0,0,0,0,0,0,80,24,0,0,0,71,0,0,105,0,163,0,100,251,0,247,0,0,0,0,0,0,0,0,198,0,0,112,151,0,0,117,0,0,0,0,0,0,0,194,0,0,0,172,0,0,646,0,0,0,0,360,67,1129,153,52,74,496,0,99,718,0,0,0,121,554,12,0,0,0,0,0,0,0,0,0,0,0,0,0,126,241,0,609,0,0,0,2154,2579,28,190,346,0,0,0,246,1093,0,98
"Cell825",0,87,0,311,0,339,0,0,0,0,3153,0,730,0,0,0,1242,0,81,0,0,3604,0,179,0,0,183,0,0,347,0,103,42,409,0,113,57,0,139,0,356,0,0,145,215,6533,0,0,6228,0,355,6,0,0,0,46,82,0,0,0,107,523,24,0,318,0,0,0,750,0,81,0,120,0,0,0,73,0,143,0,215,0,0,0,716,0,0,0,0,0,0,0,653,0,0,0,0,0,0,574,0,175,0,29,0,0,0,0,0,0,0,163,24,289,258,373,266,5213,456,0,0,0,0,0,0,261,0,0,148,0,0,166,200,105,0,0,0,0,159,0,294,0,99,0,133,0,0,597,0,0,0,277,411,0,1649,107,0,0,549,0,0,894,0,0,0,138,592,0,0,0,0,73,355,0,0,0,18,0,0,0,0,158,232,0,624,0,0,208,2890,3387,0,206,0,0,0,121,299,1182,0,99
"Cell826",0,32,0,0,0,237,192,0,156,0,2876,0,469,0,0,0,726,0,0,0,0,4401,26,283,260,156,258,132,0,362,0,118,0,0,0,0,0,128,0,0,472,0,0,0,109,0,0,0,5561,0,0,0,0,7,0,36,0,0,0,0,89,560,0,0,0,0,0,119,515,0,0,0,0,0,0,47,43,0,123,0,198,0,0,0,663,0,191,7,757,0,0,0,565,0,725,0,0,0,0,545,0,137,0,0,0,0,0,0,0,0,0,173,0,156,0,0,0,5644,0,0,0,0,0,0,0,213,161,0,113,0,0,111,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,346,375,0,1867,0,0,0,978,0,116,982,0,0,0,0,651,0,0,0,0,80,0,94,0,0,0,117,0,0,95,0,140,0,1121,0,0,0,2258,3307,14,189,499,0,7,0,333,978,0,0
"Cell827",0,0,0,247,0,0,285,0,0,9,2527,0,683,298,0,0,923,0,64,0,0,0,0,175,176,0,130,0,0,396,0,129,0,362,0,119,0,0,71,0,313,0,0,0,114,4063,0,0,5827,0,264,0,43,0,0,41,0,0,0,0,0,335,0,0,325,0,0,0,0,0,0,0,94,0,0,0,49,0,0,0,242,0,0,186,638,0,0,0,782,0,0,0,539,0,623,0,0,0,0,443,0,100,0,0,0,0,101,0,0,142,0,0,25,0,242,272,0,4399,399,0,0,0,0,0,0,0,0,0,0,123,0,0,0,66,0,0,0,0,171,0,189,0,0,0,172,21,0,363,0,8,42,0,299,0,1396,90,49,94,481,107,0,713,0,0,30,0,396,0,0,0,0,0,0,0,0,0,8,0,0,0,0,160,0,0,510,0,0,0,2358,2855,0,0,394,0,0,0,246,0,0,0
"Cell828",42,68,0,445,0,0,308,0,0,0,3773,0,0,488,0,0,1575,0,139,0,0,5513,0,0,417,0,0,0,0,0,0,186,74,657,0,0,63,69,118,0,0,130,29,0,231,7708,0,0,7097,0,0,0,0,0,109,0,146,0,0,10,0,681,0,0,0,69,0,0,610,0,85,0,132,0,0,74,54,0,132,67,0,0,0,313,763,0,0,0,1210,0,0,0,623,0,0,0,0,0,0,668,0,177,0,0,0,0,0,0,0,0,0,305,0,253,341,0,265,6151,508,0,0,0,0,124,0,371,142,745,142,103,0,196,0,0,0,97,0,81,0,206,0,0,88,0,0,0,0,833,0,0,67,377,582,0,1895,170,0,0,986,83,163,0,0,6,0,199,782,0,0,0,0,77,411,0,0,0,0,153,137,8,0,234,311,0,0,0,0,337,3429,4553,0,316,649,0,0,131,0,1487,0,138
"Cell829",0,0,0,0,0,184,184,0,134,0,2116,0,0,0,0,0,1228,0,0,0,0,3737,0,245,170,0,0,141,0,418,0,0,0,556,0,129,0,0,89,0,429,99,0,0,0,4889,0,0,5925,0,0,0,0,0,156,0,0,0,0,0,108,546,0,0,427,0,0,232,0,0,0,0,132,0,0,0,0,73,164,0,0,0,0,209,0,0,110,0,1096,0,50,0,693,0,0,0,0,0,0,608,0,0,39,42,0,0,0,0,0,165,0,0,0,0,0,303,343,5424,424,40,0,0,0,0,0,0,0,445,169,94,0,0,118,110,0,0,0,0,166,0,161,0,77,0,221,0,0,710,0,0,0,294,0,0,1404,174,0,101,483,0,147,1014,0,0,54,163,709,0,0,0,0,97,323,0,0,0,0,125,164,0,109,227,319,0,659,0,6,238,2155,3593,26,151,558,0,0,143,0,1022,0,90
"Cell830",39,0,0,333,0,246,255,0,232,31,3511,0,994,364,0,0,1498,0,85,0,0,3799,55,0,0,152,147,190,0,569,0,194,0,0,0,190,0,0,0,0,308,150,0,157,0,6658,0,0,7058,0,354,0,0,0,139,0,91,0,0,0,149,656,0,38,0,0,0,143,534,0,0,0,0,34,0,0,74,0,0,0,297,0,0,0,0,0,0,0,0,0,99,0,761,0,666,0,0,0,0,543,0,131,0,0,0,0,0,0,0,130,0,218,14,0,0,488,308,6733,502,0,0,0,0,0,0,0,150,651,178,84,0,186,214,0,0,0,0,0,0,0,256,0,84,0,0,43,0,724,0,0,0,0,0,109,1607,203,0,0,582,0,0,1193,0,0,0,188,581,0,0,0,0,0,0,106,53,0,0,109,153,5,0,261,225,0,856,0,0,326,3133,3896,0,0,720,0,0,0,537,1366,0,123
"Cell831",0,0,0,0,0,211,202,0,157,0,2244,0,664,377,0,0,1032,0,0,0,0,3906,0,208,0,0,0,116,0,354,0,0,53,463,0,0,0,0,0,0,267,155,0,146,192,5494,0,0,5324,0,0,0,0,0,0,0,115,0,0,0,0,536,0,0,252,40,0,159,500,0,55,0,0,32,0,29,0,0,0,0,228,0,0,228,601,0,0,0,913,0,0,0,591,0,478,0,0,0,0,436,0,97,0,0,15,0,108,0,0,144,0,254,24,0,346,253,297,5267,454,0,0,0,0,0,0,242,99,493,133,80,0,137,0,84,0,0,0,41,170,0,215,0,0,0,0,18,0,727,33,0,0,0,374,0,1502,121,0,0,0,97,100,960,0,0,0,154,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,193,0,0,0,0,210,2528,2576,0,0,463,0,0,113,342,1183,0,0
"Cell832",0,49,0,316,0,224,0,0,195,0,3089,0,604,338,0,0,795,0,0,0,0,3805,0,159,0,0,0,136,0,317,0,0,0,416,0,248,46,0,0,0,325,0,0,0,0,5725,0,0,6545,0,357,0,0,0,0,0,114,0,0,0,0,698,0,0,293,0,0,166,1839,0,87,0,0,0,0,0,75,0,0,0,409,0,0,217,0,0,0,0,703,0,0,0,630,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,201,0,534,23,0,302,0,0,4505,334,0,0,19,0,0,21,225,169,0,198,0,0,174,0,0,0,0,0,0,0,214,212,0,98,0,308,65,0,766,51,0,42,337,0,0,0,0,0,0,733,0,0,996,89,0,24,0,538,0,0,0,0,0,438,92,0,0,0,0,118,0,53,84,228,0,601,0,0,294,2848,2337,0,223,489,0,12,0,381,1218,0,0
"Cell833",54,0,0,0,0,283,279,0,178,9,0,0,937,435,0,0,1442,0,0,0,28,4606,0,263,344,0,220,164,0,412,0,144,62,720,0,217,69,75,0,0,502,0,0,226,132,7446,0,0,7745,0,408,0,0,0,97,0,0,58,0,0,0,697,0,0,341,84,0,174,790,0,0,0,0,0,0,0,101,64,0,126,0,0,0,0,726,0,156,0,923,0,0,0,0,0,693,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,339,6580,555,0,0,0,0,0,0,406,170,524,0,0,0,211,231,0,0,0,0,0,145,0,280,0,0,1,257,76,0,890,0,0,0,361,426,79,1604,187,93,0,0,0,0,1359,182,0,0,232,708,0,0,0,0,109,0,0,0,0,0,0,0,0,0,239,302,30,625,0,0,0,3249,3758,38,211,621,0,0,195,496,1469,0,122
"Cell834",0,0,0,414,0,0,211,0,0,0,3174,0,0,315,0,0,920,0,0,0,0,5573,0,286,240,0,214,0,0,356,0,188,0,634,0,190,63,186,0,0,419,153,0,133,135,6088,0,0,6293,0,439,0,0,0,151,70,0,0,0,0,0,589,0,0,462,0,0,212,0,0,0,0,203,0,0,0,0,60,0,0,0,0,0,274,746,0,0,0,422,1,0,0,783,0,0,0,0,0,0,508,0,93,0,0,0,0,0,0,0,284,0,717,0,282,385,323,287,5292,413,29,0,0,0,104,0,260,0,456,0,0,0,0,251,0,0,180,0,0,127,0,0,0,0,0,205,0,0,693,0,0,57,386,0,0,0,0,0,0,609,0,160,1183,0,0,0,173,665,27,0,0,0,184,338,0,0,0,0,0,84,0,95,0,0,46,840,0,0,0,3656,1861,0,230,415,0,0,137,411,1143,0,269
"Cell835",0,0,0,320,0,0,0,0,145,0,4099,0,538,551,0,0,0,0,62,38,0,5058,0,383,0,174,293,201,66,0,0,120,76,539,0,0,0,0,160,0,460,192,0,136,165,6083,0,0,7276,0,0,0,0,0,233,0,0,43,0,0,0,612,0,0,531,69,0,0,1728,0,86,0,107,35,0,0,0,0,0,0,0,0,0,302,785,0,145,0,742,0,90,0,878,0,778,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,814,0,318,400,440,247,6316,588,0,0,0,0,0,0,380,0,480,144,114,0,157,249,161,0,114,0,0,0,186,289,0,0,0,188,52,0,1196,0,0,0,0,459,84,2139,134,0,0,800,0,181,1223,0,0,0,148,673,0,0,0,0,166,515,0,0,0,0,0,109,0,0,0,333,0,759,0,0,0,3892,2907,0,281,509,0,0,0,529,1151,0,133
"Cell836",0,22,0,309,0,140,165,0,158,0,1811,0,0,230,0,0,663,0,0,0,0,0,19,182,185,0,0,85,0,213,0,0,0,223,0,194,0,0,0,13,223,88,7,0,0,3339,0,0,4111,0,0,7,0,0,147,69,0,0,0,0,0,446,0,14,185,0,0,0,1127,0,67,0,0,0,0,0,20,43,110,58,250,0,0,0,343,0,73,0,334,0,0,0,509,0,495,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,238,0,3725,336,0,0,0,0,73,31,138,0,0,0,74,0,0,130,139,0,77,0,17,0,0,210,0,0,0,140,0,0,539,0,0,0,0,300,31,976,0,0,0,339,53,112,856,84,0,0,0,424,0,0,0,0,0,0,0,0,0,0,57,0,0,50,0,146,0,0,0,0,188,1957,1538,0,139,0,0,0,0,306,484,0,0
"Cell837",0,0,0,293,0,227,193,0,249,25,2526,0,937,416,0,0,1294,0,0,0,0,4344,58,210,207,0,0,138,0,327,0,0,74,0,0,175,0,52,0,14,546,106,0,0,105,5853,0,0,6019,0,377,0,0,0,138,54,107,0,0,0,78,604,0,0,414,36,0,171,0,0,0,0,113,0,0,0,0,52,0,82,320,23,0,326,617,0,0,0,943,0,52,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,237,0,240,230,0,0,5842,0,0,0,0,0,0,0,0,136,553,149,0,0,0,178,106,0,83,0,32,236,0,0,0,0,0,187,0,0,764,0,0,52,0,544,0,1377,160,0,0,805,68,0,853,151,0,0,180,746,0,0,0,0,73,321,0,0,0,0,104,0,0,0,229,275,38,733,0,0,0,3056,0,0,244,517,0,0,0,407,1052,0,0
"Cell838",0,0,0,382,0,0,0,0,0,0,0,0,533,243,0,0,0,0,0,0,0,4578,0,182,0,0,149,0,0,321,0,0,0,361,0,135,0,0,92,0,412,0,0,0,0,5084,0,0,5257,0,0,0,0,7,151,0,0,47,0,0,0,0,0,0,0,0,0,0,417,0,68,0,216,0,0,45,60,0,119,0,0,0,0,0,584,22,162,0,0,0,61,0,0,0,733,0,17,0,0,0,0,103,0,0,0,0,0,0,0,0,0,138,0,213,241,269,0,5314,641,0,0,0,0,0,0,0,0,0,151,0,0,154,0,0,0,0,0,0,0,197,235,0,64,0,0,0,0,0,0,11,0,323,0,72,1377,177,0,172,914,0,0,1058,105,0,0,152,501,0,0,0,0,0,322,114,0,0,0,0,0,0,118,65,120,0,1190,0,0,0,2212,3014,0,0,0,0,0,0,385,1139,0,0
"Cell839",0,0,0,331,0,204,0,0,0,0,3333,0,442,295,0,0,572,26,94,0,0,3157,21,0,215,0,0,149,0,317,0,0,0,314,0,0,0,136,0,11,275,0,0,159,0,4239,0,0,6397,0,421,0,0,0,0,45,0,0,0,0,104,408,0,0,256,0,0,141,0,0,0,0,108,0,0,0,0,39,107,0,277,24,0,0,689,26,0,0,0,0,0,0,503,0,0,0,0,0,0,395,3,0,0,0,0,0,105,11,0,0,0,227,0,0,0,357,288,4700,690,0,0,0,0,0,0,216,127,318,0,72,0,0,0,90,0,0,0,19,0,0,0,0,0,0,0,47,0,615,41,0,0,250,272,0,1608,0,0,216,500,0,133,958,0,0,0,0,562,0,0,0,0,141,311,67,0,0,0,107,68,0,0,0,139,0,746,0,12,190,3064,2242,0,0,362,0,0,0,257,850,0,105
"Cell840",14,0,0,308,0,211,113,0,0,0,3099,0,771,0,0,0,1090,0,0,0,62,3444,0,0,204,0,146,0,0,382,0,0,0,0,0,0,0,0,0,0,244,0,20,0,0,0,0,0,5303,0,0,0,0,0,0,0,92,0,0,0,0,357,0,27,252,0,0,163,0,0,67,0,0,0,0,0,0,0,0,80,0,17,0,0,667,0,0,0,0,0,0,0,580,0,502,0,0,0,0,482,0,154,0,25,0,0,0,0,0,119,0,154,0,0,235,349,0,4308,450,0,0,0,0,0,25,198,0,0,159,0,0,102,0,115,0,0,0,0,221,0,165,0,0,0,179,0,0,389,0,0,31,0,327,0,1495,0,0,0,560,0,0,905,95,0,21,0,464,24,0,0,0,77,311,0,34,0,0,0,64,0,80,0,0,0,542,0,0,263,2589,2806,0,154,0,0,0,0,338,0,0,0
"Cell841",0,0,0,470,0,354,306,0,182,0,3896,0,0,496,0,0,1047,0,0,0,49,6104,0,0,0,0,246,206,0,486,0,219,0,0,0,170,0,207,174,0,588,185,0,0,205,7531,0,24,8676,0,407,0,36,0,0,0,167,40,0,0,144,839,0,0,0,71,0,246,661,0,0,0,168,0,0,0,111,0,0,0,334,0,46,297,665,0,234,0,1286,0,0,0,846,32,865,0,29,0,0,612,0,0,48,0,0,0,0,0,0,186,0,282,0,269,278,0,303,7643,977,32,0,20,0,140,0,348,148,482,205,0,0,0,240,0,0,95,0,0,213,217,258,0,0,0,0,0,0,722,0,32,0,0,517,93,2688,163,0,0,1066,113,255,1586,0,0,0,258,821,0,0,0,0,267,0,161,0,0,0,140,0,0,0,158,259,35,1263,0,0,0,3630,4624,0,313,459,0,0,0,0,1536,0,101
"Cell842",0,0,0,367,0,0,254,0,0,0,0,0,527,0,0,0,719,24,0,33,0,4004,0,125,250,190,236,0,0,0,0,0,58,570,0,0,32,0,0,0,472,163,0,161,124,5493,0,0,5553,0,283,0,70,0,0,0,123,0,0,13,0,347,69,33,268,58,0,181,583,0,96,0,83,0,0,0,58,0,203,81,277,0,0,0,743,0,203,0,835,0,0,0,696,0,808,0,0,0,0,0,0,0,61,0,0,0,156,0,19,0,0,223,0,158,257,0,299,4646,648,0,0,8,0,0,36,256,121,378,0,0,0,151,0,118,0,110,0,0,158,0,292,0,103,0,137,0,0,649,0,31,0,0,424,0,1625,0,0,176,803,0,197,1125,0,0,0,123,541,0,0,0,0,0,0,0,42,0,0,83,0,0,79,0,0,0,1048,0,0,359,3016,3276,0,0,647,0,0,106,474,1378,0,164
"Cell843",29,58,0,270,0,250,0,19,0,0,2988,0,718,262,0,0,1205,0,0,23,0,3700,0,0,268,0,222,0,60,433,0,0,43,0,0,139,0,43,0,0,578,146,0,96,121,7667,0,0,7200,0,271,0,0,0,0,76,0,0,0,0,93,439,26,0,0,0,0,212,456,0,75,0,0,0,0,30,0,0,89,0,0,0,0,0,0,0,0,0,873,0,43,0,713,0,556,0,0,0,0,506,0,108,0,0,0,0,0,0,0,0,0,0,0,133,225,0,290,4871,442,0,0,0,0,0,28,318,0,0,73,0,0,0,0,173,0,0,0,0,179,175,203,0,0,0,0,0,0,680,0,0,0,0,358,0,1152,160,31,0,0,0,0,1154,121,0,0,0,0,0,0,0,0,0,291,0,0,0,3,81,161,0,0,0,220,0,0,0,0,167,2561,3187,0,124,610,0,0,0,0,1106,0,0
"Cell844",0,0,0,361,0,293,0,0,0,17,3888,0,692,411,0,0,0,0,0,10,0,4257,0,254,197,237,0,0,0,540,0,0,72,643,13,229,0,0,0,0,520,200,0,140,0,7039,0,0,7562,0,444,0,56,0,248,0,0,0,0,0,134,547,0,45,0,0,0,0,0,0,0,0,0,0,0,0,80,66,138,143,0,30,0,0,0,0,0,0,607,0,0,0,504,0,709,0,0,0,13,497,0,0,0,23,24,0,128,0,0,246,0,710,0,185,334,416,0,6557,545,0,0,0,0,0,0,0,94,0,0,0,0,86,191,0,0,225,0,0,179,193,0,0,73,0,0,0,0,880,75,0,0,0,534,81,2020,0,0,136,913,0,188,1076,137,0,0,0,774,0,33,0,0,0,0,0,0,0,0,131,0,0,58,0,309,0,842,0,0,353,3262,2587,0,210,0,0,0,0,0,1594,0,0
"Cell845",0,0,0,282,0,0,124,0,0,0,2354,0,448,370,0,0,0,14,0,39,0,3554,0,0,0,0,0,0,39,383,0,140,0,502,0,0,0,188,0,0,334,71,0,123,0,5494,0,0,5835,0,296,0,0,0,0,0,0,33,0,7,114,535,0,17,433,0,0,0,1638,0,81,0,0,0,0,0,88,43,0,0,211,0,0,0,763,0,0,0,0,0,0,0,0,0,556,0,0,0,0,521,0,0,0,0,0,0,0,7,0,175,0,457,0,155,302,279,342,4455,414,0,0,0,0,78,0,249,0,256,0,0,0,112,0,102,0,54,0,0,0,0,0,0,97,0,166,0,0,478,15,0,0,237,336,0,1254,145,0,0,460,0,0,1138,111,0,0,0,437,0,0,2,0,0,296,0,51,0,0,100,0,0,78,0,214,0,0,0,0,212,2488,1820,26,199,0,0,0,99,370,875,0,85
"Cell846",0,0,0,316,0,216,244,0,152,0,2877,0,838,307,0,0,981,0,0,0,0,4948,0,0,0,0,0,0,29,290,0,0,31,554,0,172,0,92,0,0,360,113,24,100,134,6016,0,0,5975,0,0,0,0,0,114,0,0,0,0,12,0,594,0,0,307,0,0,0,353,0,0,16,0,0,0,41,0,0,0,0,0,0,20,247,723,0,0,0,812,0,0,0,579,0,761,0,0,0,0,429,0,0,27,0,0,0,0,0,0,268,0,0,0,198,274,311,266,6086,0,57,0,17,0,0,19,0,0,495,138,0,0,0,0,80,0,0,0,0,0,0,235,0,0,0,205,0,0,717,0,0,0,368,398,0,0,0,0,0,651,0,0,1314,0,0,38,0,409,0,0,0,0,0,404,87,0,0,0,0,104,0,0,204,177,31,712,0,0,0,2658,3512,0,0,523,0,0,0,473,1079,0,0
"Cell847",0,0,0,489,0,368,257,0,0,0,5003,0,1157,443,0,0,1414,0,128,0,0,4615,0,0,254,0,311,0,0,515,0,0,0,585,0,248,0,53,0,22,556,171,0,116,196,7763,0,0,7889,0,428,0,33,0,0,0,0,0,0,0,168,668,0,0,365,0,0,282,0,0,97,0,0,0,0,0,83,72,215,141,443,0,0,254,710,12,0,0,1026,0,0,0,715,0,943,0,0,0,0,598,0,0,0,0,0,0,76,54,0,0,0,268,0,254,336,0,0,6730,583,0,0,0,0,124,0,321,165,1215,193,98,0,180,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,2143,179,0,0,864,0,0,1466,0,0,0,183,700,0,0,0,0,0,520,180,0,0,16,0,0,0,0,0,0,0,892,0,0,409,2968,4464,0,0,0,0,18,0,494,0,0,126
"Cell848",48,0,0,0,0,143,200,0,106,0,3064,0,556,0,0,0,756,20,0,0,0,3402,0,218,0,0,0,196,0,0,0,92,0,0,26,0,0,0,0,0,400,0,0,0,0,4863,0,15,0,0,235,0,0,0,122,0,133,0,0,0,0,522,29,0,359,0,0,0,0,0,86,0,114,0,0,0,0,0,129,0,259,0,0,0,0,0,0,0,448,0,124,13,524,0,675,0,0,0,0,493,0,0,0,0,0,0,66,0,0,185,0,0,28,0,0,293,236,6445,487,0,0,0,0,0,0,227,96,337,137,0,0,199,234,0,0,179,0,14,0,108,0,0,0,0,0,0,0,536,0,0,0,301,446,63,1418,175,0,0,418,0,0,1129,0,0,31,134,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,569,0,0,273,2878,1758,0,0,0,0,0,0,401,919,0,110
"Cell849",29,26,0,0,0,0,0,0,0,0,3039,0,377,334,0,0,647,0,0,0,0,3134,0,159,180,0,113,0,0,338,0,48,0,0,0,0,0,0,69,0,342,0,0,0,84,3922,0,0,4347,0,303,0,0,0,0,0,0,19,0,0,137,0,0,0,297,0,0,125,424,0,0,0,0,0,0,0,0,0,143,0,0,0,0,208,401,0,131,0,980,0,0,0,513,0,462,0,0,0,0,475,0,0,0,0,0,0,0,0,0,90,0,226,0,136,234,294,186,4260,646,0,0,0,0,0,0,136,0,0,109,0,0,0,0,106,0,0,0,0,195,0,185,0,0,0,0,0,0,502,0,0,0,281,355,123,1427,0,0,0,819,67,0,0,50,0,0,0,550,0,13,0,0,0,0,0,0,0,0,0,48,0,0,127,0,0,823,0,0,181,2428,2810,0,190,403,0,0,111,288,788,0,68
"Cell850",0,0,0,248,0,243,0,0,125,9,2177,0,696,0,0,0,1224,0,59,0,0,3180,64,185,228,0,0,0,0,296,0,150,0,474,0,0,62,0,95,0,321,74,0,0,87,5521,0,0,4790,8,247,0,34,0,85,0,0,0,0,0,0,382,0,0,0,0,0,0,392,0,73,0,0,34,0,0,0,0,0,129,221,0,0,224,651,0,87,0,806,0,72,0,460,0,611,0,0,0,0,454,0,0,13,0,0,0,66,0,0,0,0,168,23,234,245,402,0,3883,431,30,0,0,0,0,0,0,136,446,163,106,0,194,0,83,0,0,0,45,142,0,0,0,0,0,208,38,0,441,0,0,0,319,402,0,0,0,0,0,606,0,0,911,101,0,0,142,513,0,0,3,0,92,309,111,0,0,11,69,107,0,74,0,0,0,579,0,0,177,2615,2757,0,207,532,0,0,107,312,876,0,126
"Cell851",0,0,0,0,0,160,149,0,0,5,2392,0,384,271,0,0,696,0,0,0,0,2746,0,0,161,144,0,191,0,296,0,0,0,513,0,147,41,0,0,0,295,0,10,0,0,4447,0,0,5971,0,0,0,0,0,116,0,0,0,0,0,0,409,0,27,401,0,0,0,1323,0,0,0,134,0,0,0,53,53,0,115,0,23,0,181,635,0,83,0,344,0,0,0,487,0,493,0,0,0,0,437,0,0,0,0,23,0,0,0,0,0,0,423,0,134,185,216,258,3777,391,0,0,0,0,0,0,243,0,330,0,55,0,0,168,0,0,0,0,0,0,0,172,0,0,0,93,44,0,590,0,0,0,0,0,0,1511,88,0,47,432,47,0,1209,109,0,0,104,406,0,0,0,0,0,228,117,0,0,10,0,0,0,90,0,237,0,0,0,0,266,2006,1964,0,0,412,0,0,0,0,1053,0,0
"Cell852",0,0,0,304,0,255,0,0,199,0,2696,0,518,315,0,0,777,0,0,0,0,0,38,0,310,0,0,156,0,379,0,0,0,528,11,165,0,178,0,0,539,0,0,0,0,5513,0,0,7721,0,277,0,0,0,107,0,0,0,0,0,0,624,0,0,362,32,0,0,0,0,92,23,134,0,0,46,70,0,0,0,289,0,0,240,732,0,158,0,782,0,0,0,653,0,646,0,10,0,15,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,393,248,5084,729,0,0,0,0,0,0,210,0,355,139,0,0,0,133,85,0,0,0,25,0,0,0,0,59,0,167,0,0,623,0,0,0,259,327,0,1843,0,64,0,852,127,0,1055,0,0,0,0,602,0,0,0,0,217,0,79,0,0,0,75,73,0,0,105,176,0,899,0,0,304,3203,3190,18,171,413,0,9,108,363,1030,0,0
"Cell853",0,80,0,0,0,265,225,0,248,0,4087,0,885,334,0,0,1365,0,0,0,0,4316,0,0,250,0,211,173,0,310,0,0,0,513,0,109,0,75,0,0,445,0,17,89,0,6601,0,0,6337,0,441,0,0,0,97,0,88,0,0,0,113,411,0,26,0,71,0,223,440,0,0,0,0,0,0,41,0,0,0,81,0,0,0,208,682,0,0,0,894,0,0,0,561,0,822,0,0,0,0,513,0,75,47,0,0,0,80,0,0,149,0,0,0,257,284,349,249,6365,416,0,0,0,0,0,0,267,76,502,0,0,0,119,0,143,0,0,0,0,107,0,232,0,0,0,0,0,0,624,0,0,38,334,591,95,1422,0,0,0,468,0,121,1057,137,0,0,0,0,0,0,0,0,0,302,0,41,0,0,0,0,0,0,230,315,0,0,0,0,0,2404,3062,0,232,0,0,0,111,351,1203,0,0
"Cell854",0,0,0,0,0,328,325,0,210,0,3281,0,0,401,0,0,1003,0,61,0,0,4194,0,199,323,0,212,229,0,0,0,128,0,659,0,179,0,0,0,0,395,0,0,92,157,5420,0,15,6311,0,325,0,0,0,216,0,93,0,0,0,0,809,0,27,387,0,0,162,1818,0,0,0,148,33,0,0,0,0,127,0,492,0,0,236,996,35,198,0,806,0,0,0,679,0,853,0,0,0,0,396,0,0,0,49,0,0,122,0,0,246,0,516,51,208,0,357,342,6132,541,0,0,0,0,89,0,367,0,500,194,0,0,0,0,0,0,200,0,0,0,0,166,0,0,0,167,0,0,604,0,0,0,0,505,0,2107,0,0,85,586,0,177,976,0,0,0,0,590,0,0,0,0,180,0,162,0,0,0,0,0,0,118,0,0,0,814,0,0,442,3352,2390,38,253,0,0,0,152,388,1442,0,0
